Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Time Of Day,Temperature Category,Humidity Category
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-05-23,10:01:00,10:11:00,Elizabeth Oswald,1,7.5,Calling,50 - 100 Meters,FALSE,Unidentified Chickadee,Poecile,553526,263793,UNCH,FALSE,FALSE,26.10,61.20,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,2.5,Singing,<= 50 Meters,FALSE,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,2.5,Singing,<= 50 Meters,FALSE,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,2.5,Singing,50 - 100 Meters,FALSE,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,7.5,Singing,<= 50 Meters,FALSE,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,5,Calling,<= 50 Meters,FALSE,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,7.5,Calling,50 - 100 Meters,FALSE,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,5,Singing,50 - 100 Meters,FALSE,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,2.5,Singing,50 - 100 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,5,Singing,50 - 100 Meters,FALSE,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,10,Calling,<= 50 Meters,FALSE,Hairy Woodpecker,Picoides villosus,178262,85739,HAWO,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,7.5,Singing,<= 50 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,2.5,Singing,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,10,Calling,<= 50 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,10,Calling,50 - 100 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,7.5,Singing,50 - 100 Meters,FALSE,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,10,Singing,50 - 100 Meters,FALSE,Yellow-throated Vireo,Vireo flavifrons,179009,93573,YTVI,FALSE,TRUE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,High
ANTI,NA,ANTI 1,ANTI-0092,Forest,2018,2018-05-24,07:09:00,07:19:00,Kimberly Serno,1,2.5,Singing,<= 50 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,14.00,87.40,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,High
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,10,Singing,<= 50 Meters,FALSE,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,5,Singing,<= 50 Meters,FALSE,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,10,Calling,<= 50 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,2.5,Calling,<= 50 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,2.5,Singing,<= 50 Meters,FALSE,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,2.5,Singing,50 - 100 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,2.5,Singing,50 - 100 Meters,FALSE,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,2.5,Singing,<= 50 Meters,FALSE,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,2.5,Singing,50 - 100 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,7.5,Singing,<= 50 Meters,FALSE,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,7.5,Singing,<= 50 Meters,FALSE,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,5,Calling,<= 50 Meters,FALSE,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,7.5,Visualization,,TRUE,Barn Swallow,Hirundo rustica,178448,87409,BARS,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,5,Singing,<= 50 Meters,FALSE,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-05-24,08:34:00,08:44:00,Brian Swimelar,1,5,Singing,<= 50 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,27.30,52.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,2.5,Singing,50 - 100 Meters,FALSE,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,10,Singing,<= 50 Meters,FALSE,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,7.5,Singing,50 - 100 Meters,FALSE,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,2.5,Calling,50 - 100 Meters,FALSE,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,5,Calling,<= 50 Meters,FALSE,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,2.5,Singing,50 - 100 Meters,FALSE,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,2.5,Singing,50 - 100 Meters,FALSE,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,7.5,Calling,50 - 100 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,5,Singing,<= 50 Meters,FALSE,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,2.5,Visualization,<= 50 Meters,FALSE,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-05-24,07:22:00,07:32:00,Brian Swimelar,1,2.5,Calling,50 - 100 Meters,FALSE,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,23.80,57.90,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE,Morning,Moderate,Medium
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-05-24,09:53:00,10:03:00,Brian Swimelar,1,2.5,Singing,50 - 100 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26.20,68.60,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-05-24,09:53:00,10:03:00,Brian Swimelar,1,2.5,Calling,50 - 100 Meters,FALSE,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,26.20,68.60,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-05-24,09:53:00,10:03:00,Brian Swimelar,1,2.5,Visualization,<= 50 Meters,FALSE,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,26.20,68.60,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-05-24,09:53:00,10:03:00,Brian Swimelar,1,2.5,Calling,<= 50 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,26.20,68.60,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-05-24,09:53:00,10:03:00,Brian Swimelar,1,7.5,Singing,<= 50 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,26.20,68.60,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-05-24,09:53:00,10:03:00,Brian Swimelar,1,5,Calling,50 - 100 Meters,FALSE,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,26.20,68.60,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-05-24,09:53:00,10:03:00,Brian Swimelar,1,2.5,Singing,50 - 100 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,26.20,68.60,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-05-24,09:53:00,10:03:00,Brian Swimelar,1,2.5,Calling,50 - 100 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.20,68.60,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,2.5,Calling,<= 50 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,2.5,Singing,<= 50 Meters,FALSE,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,5,Singing,50 - 100 Meters,FALSE,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,10,Calling,50 - 100 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,7.5,Calling,<= 50 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,7.5,Singing,<= 50 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,2.5,Singing,<= 50 Meters,FALSE,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,7.5,Singing,<= 50 Meters,FALSE,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,2.5,Singing,<= 50 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,2.5,Calling,<= 50 Meters,FALSE,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,5,Calling,50 - 100 Meters,FALSE,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,5,Singing,50 - 100 Meters,FALSE,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,2.5,Singing,<= 50 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,10:10:00,10:20:00,Brian Swimelar,1,7.5,Visualization,<= 50 Meters,FALSE,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.50,68.60,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,10:27:00,10:37:00,Brian Swimelar,1,2.5,Singing,<= 50 Meters,FALSE,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,25.50,66.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,10:27:00,10:37:00,Brian Swimelar,1,2.5,Calling,<= 50 Meters,FALSE,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,25.50,66.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,10:27:00,10:37:00,Brian Swimelar,1,5,Singing,50 - 100 Meters,FALSE,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,25.50,66.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,10:27:00,10:37:00,Brian Swimelar,1,5,Singing,50 - 100 Meters,FALSE,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,25.50,66.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,10:27:00,10:37:00,Brian Swimelar,1,2.5,Calling,<= 50 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,25.50,66.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,10:27:00,10:37:00,Brian Swimelar,1,7.5,Calling,50 - 100 Meters,FALSE,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,25.50,66.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,10:27:00,10:37:00,Brian Swimelar,1,2.5,Singing,<= 50 Meters,FALSE,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,25.50,66.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Morning,Hot,Medium
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,10:27:00,10:37:00,Brian Swimelar,1,7.5,Singing,50 - 100 Meters,FALSE,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,25.50,66.50,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Morning,Hot,Medium
